id,category,script,prompt,chosen,rejected,preference_label,preference_reason,annotator,notes
pref_000053,education,arabic,وش الفرق بين RAM و disque dur فالكومبيوتر؟,الـRAM هي الذاكرة اللي يستعملها الكمبيوتر مؤقتا باش يخدم بالبرامج والبيانات اللي راهي قيد الاستعمال. كي تطفي الجهاز، المحتوى تاعها يروح. أما disque dur ولا SSD فهو stockage دائم، يعني الملفات والبرامج يبقاو محفوظين حتى بعد ما تطفي الجهاز. عادة الـRAM أسرع بزاف من التخزين,الـRAM والتخزين بجوج يخزنو البيانات، غير الـRAM أسرع والـdisque dur أبطأ ويحتفظ بالملفات.,chosen,instruction_adherence,A,
pref_000054,education,arabic,كيفاش نعرف واش العدد الأولي ولا لا؟,العدد الأولي هو عدد أكبر من 1 ما عندوش غير زوج قواسم موجبة: 1 ونفسو. باش تختبر عدد n، ما تحتاجش تجرب كامل الأعداد حتى n؛ يكفي تشوف القواسم حتى √n. مثلا 29 أولي، خاطر ما يقبلش القسمة بلا باقي على 2 ولا 3 ولا 4 ولا 5، و√29 تقريبًا 5.4,باش تعرف العدد الأولي جرب تقسمو على الأعداد كامل من 2 حتى n-1، وإذا ما تقسمش فهو أولي.,chosen,instruction_adherence,A,
pref_000055,education,arabic,عندي امتحان بعد أسبوع وما نيش عارف كيفاش نقسم وقت المراجعة.,قسم الأسبوع على حسب المواد والصعوبة تاع كل وحدة. مثلا كل نهار دير 2 ولا 3 sessions مركزين، وكل session بين 45 و60 دقيقة، وبيناتهم pause قصيرة. ما تخليش المراجعة غير قراءة؛ حاول تحل تمارين، تجاوب من راسك بلا ما تشوف الحل، وفي آخر كل نهار راجع واش مازال ما فهمتوش. خلي اليوم الأخير للمراجعة العامة والتمارين اللي غلطت فيهم,قسم الأسبوع بالتساوي على المواد، واقرا الدروس كامل في الأيام الأولى وخلي آخر يوم للمراجعة.,chosen,instruction_adherence,A,
pref_000056,education,arabic,وش معناها corrélation بين زوج متغيرات؟,الـcorrélation تقيس العلاقة الخطية بين زوج متغيرات. معامل Pearson مثلا يكون بين -1 و1. قيمة قريبة لـ1 تعني علاقة خطية موجبة قوية، وقيمة قريبة لـ-1 تعني علاقة خطية سالبة قوية، وقيمة قريبة للصفر تعني ما كاش علاقة خطية واضحة. بصح corrélation ما تعنيش بالضرورة causation,الـcorrélation تقيس إذا زوج متغيرات مرتبطين، وإذا كانت قريبة لـ1 فمعناها واحد يسبب الآخر بقوة.,chosen,instruction_adherence,A,
pref_000057,education,arabic,علاش السماء تبان زرقاء فالنهار؟,ضوء الشمس فيه ألوان مختلفة، والغلاف الجوي يشتت الضوء الأزرق أكثر من الألوان اللي عندها أطوال موجية أكبر. لهذا الضوء الأزرق يوصل لعينينا من اتجاهات مختلفة وبكمية أكبر، وبهذا السماء تبان زرقاء في النهار,السماء تبان زرقاء لأن الغلاف الجوي فيه غازات لونها أزرق، وضوء الشمس يبين هذا اللون في النهار.,chosen,instruction_adherence,A,
pref_000058,education,arabic,تقدر تفسرلي واش هي الخوارزمية بطريقة بسيطة؟,الخوارزمية هي مجموعة خطوات مرتبة نستعملوها باش نحلّو مشكل ولا نديرو مهمة معينة. مثلا إذا حبيت ترتب أرقام من الأصغر للأكبر، تقدر تستعمل خوارزمية للترتيب تاخذ الأرقام وتطبق عليهم خطوات محددة حتى تتحصل على قائمة مرتبة. المهم أن الخطوات تكون واضحة وقابلة للتنفيذ,الخوارزمية هي برنامج جاهز يحل المشكل وحدو. مثلاً برنامج الترتيب يرتب الأرقام بطريقة آلية.,chosen,instruction_adherence,A,
pref_000059,education,arabic,إذا كان عندي 20 طالب و5 منهم نجحو، كيفاش نحسب نسبة النجاح؟,نسبة النجاح = عدد الناجحين ÷ العدد الكلي × 100. هنا 5 ÷ 20 × 100 = 25%. يعني نسبة النجاح هي 25%,نسبة النجاح = 5 ÷ 20 = 0.25، يعني نسبة النجاح هي 0.25%.,chosen,instruction_adherence,A,
pref_000060,education,arabic,واش هو overfitting فـ machine learning؟,الـoverfitting يصرا كي النموذج يتعلم بيانات التدريب بشكل مبالغ فيه، حتى يولي ممتاز على training data بصح أداؤه يهبط على بيانات جديدة. غالبا تلقى training error صغير بزاف بينما validation error يبقى كبير. نقدروا نخففوه بطرق كيما regularization، data augmentation، early stopping، أو تقليل تعقيد النموذج حسب الحالة,الـoverfitting يصرا كي النموذج يكون بسيط بزاف وما يقدرش يتعلم بيانات التدريب، وبالتالي training error وvalidation error يكونو كبار.,chosen,instruction_adherence,A,
pref_000061,general_qa,arabic,علاش البحر لونو يبان أزرق؟,اللون اللي نشوفوه في البحر مرتبط بطريقة تفاعل الضوء مع الماء. الماء يمتص بعض الألوان أكثر من غيرها، والضوء الأزرق يوصل ويتشتت بطريقة تخليه يبان أكثر لعينينا. واللون يقدر يتبدل حسب العمق، حالة البحر والسماء.,البحر يبان أزرق لأن الماء لونو أزرق بطبيعته، وكلما كان عميق يبان اللون أكثر.,chosen,instruction_adherence,A,
pref_000062,general_qa,arabic,واش الفرق بين القارة والدولة؟,القارة هي مساحة جغرافية كبيرة تضم دول ومناطق متعددة، كيما إفريقيا وأوروبا. أما الدولة فهي كيان سياسي عندو حدود وحكومة وسكان، كيما الجزائر. يعني القارة تقدر تضم بزاف دول، والدولة تكون جزء من قارة.,القارة هي دولة كبيرة فيها عدة مدن، والدولة هي مدينة عندها حدود وحكومة.,chosen,instruction_adherence,A,
pref_000063,general_qa,arabic,كيفاش يخدم GPS باش يعرف وين رانا؟,الـGPS يعتمد على إشارات جاية من أقمار صناعية تدور حول الأرض. الهاتف ولا الجهاز يستقبل الإشارات من عدة أقمار ويستعمل الوقت اللي خذات الإشارة باش تقدر المنظومة تحدد الموقع تقريبًا. ومن بعد التطبيق يستعمل هذي المعلومات باش يبينلك موقعك ولا يحسبلك الطريق.,الـGPS يعرف موقعك من خلال الإنترنت وبرج الهاتف، ويحسب المكان حسب أقرب شبكة متصلة بها.,chosen,instruction_adherence,A,
pref_000064,general_qa,arabic,علاش الإنسان يحتاج ينعس؟,النوم مهم للجسم والمخ، بصح العلم مازال ما عندوش جواب واحد يفسر كل وظائف النوم. أثناء النوم تصرا عمليات مرتبطة بالذاكرة، تنظيم بعض الوظائف الحيوية والتعافي الجسدي. قلة النوم تقدر تأثر على التركيز، المزاج والأداء خلال النهار.,الإنسان يحتاج ينعس أساسا باش يرتاح، والنوم يخلي الجسم يرجع عندو الطاقة.,chosen,instruction_adherence,A,
pref_000065,general_qa,arabic,واش هو التضخم الاقتصادي وباش يهمنا؟,التضخم يعني ارتفاع عام ومستمر في مستوى أسعار السلع والخدمات مع مرور الوقت. كي ترتفع الأسعار أسرع من الدخل، القدرة الشرائية تقدر تنقص، يعني نفس المبلغ ما يعودش يشري نفس الكمية اللي كان يشريها من قبل. بصح تأثير التضخم يختلف حسب الأسعار والدخل والاقتصاد كامل.,التضخم هو كي تزيد أسعار بعض السلع، وهذا يعني دائما بلي كل الناس راح تنقص قدرتهم الشرائية بنفس النسبة.,chosen,instruction_adherence,A,
pref_000066,general_qa,arabic,علاش القمر مرات نشوفوه فالنهار؟,خاطر القمر ما يبانش غير فالليل. هو يدور حول الأرض، وموقعه بالنسبة للشمس والأرض يتبدل باستمرار، لذلك يقدر يكون فوق الأفق في النهار. إذا كانت الإضاءة والظروف مناسبة، نقدروا نشوفوه حتى والسماء مازال مضوية.,القمر يبان فالنهار لأنو يخرج في الليل والنهار بالتناوب حسب الفصل، كيما الشمس.,chosen,instruction_adherence,A,
pref_000067,general_qa,arabic,واش الفرق بين virus و bacteria؟,البكتيريا كائنات حية مجهرية تقدر تتكاثر وحدها في ظروف مناسبة، وبعضها يسبب أمراض وبعضها مفيد. الفيروسات أصغر بزاف وما تتكاثرش وحدها؛ تحتاج تدخل لخلايا كائن حي وتستعمل آلياتها باش تنتج نسخ جديدة. لهذا العلاج يختلف حسب السبب، والمضادات الحيوية مثلا ما تعالجش العدوى الفيروسية.,البكتيريا والفيروسات بجوج كائنات مجهرية حية، والفرق الأساسي أن الفيروس أصغر من البكتيريا.,chosen,instruction_adherence,A,
pref_000068,general_qa,arabic,علاش الحديد يصدأ كي يبقى مدة في بلاصة رطبة؟,الحديد يقدر يتفاعل مع الأكسجين في وجود الماء، وتتكوّن مع الوقت مواد أكسدة من بينها الصدأ. الرطوبة تسهّل هذي العملية، ولهذا الحديد يتآكل أسرع في ظروف فيها ماء ورطوبة مقارنة ببيئة جافة.,الحديد يصدأ لأن الماء وحدو يذوب الحديد مع الوقت، وكلما كانت الرطوبة كبيرة يولي الصدأ أسرع.,chosen,instruction_adherence,A,
pref_000069,general_qa,arabic,كيفاش يخدم QR code؟,الـQR code هو نمط من المربعات السوداء والبيضاء يخزن معلومات بطريقة قابلة للقراءة آليا. كاميرا الهاتف تقراه، والبرنامج يحلل ترتيب المربعات ويحوّلو للمعلومة المخزنة، مثلا رابط ويب، نص ولا بيانات أخرى. كاين حتى أجزاء مخصصة باش تساعد في تصحيح بعض الأخطاء إذا الكود ما تقراش كامل.,الـQR code يخزن المعلومات في صورة مربعات، والكاميرا تقراه وتحولو مباشرة إلى رابط ويب فقط.,chosen,instruction_adherence,A,
pref_000070,general_qa,arabic,واش معناها كلمة بيروقراطية كي يقولوها على الإدارة؟,البيروقراطية تشير لنظام إداري يعتمد على قواعد وإجراءات وهيكلة واضحة لتسيير العمل. الكلمة مرات تستعمل بشكل سلبي كي تكون الإجراءات كثيرة ومعقدة وتسبب التأخير، بصح في الأصل وجود القواعد والتنظيم وحدو ما يعنيش بالضرورة حاجة سلبية.,البيروقراطية معناها كثرة الأوراق والتعطيل في الإدارة، وهي كلمة سلبية تستعمل دائمًا لهذا النوع من المشاكل.,chosen,instruction_adherence,A,
pref_000071,general_qa,arabic,هل الماء السخون يتجمد أسرع من الماء البارد؟,ما نقدرش نقولو كقاعدة عامة بلي الماء السخون يتجمد دائما أسرع. كاينة ظاهرة معروفة باسم Mpemba effect وين في ظروف معينة الماء الأكثر سخونة يقدر يتجمد قبل الأبرد، بصح النتيجة تعتمد على ظروف التجربة، وماشي قانون بسيط ينطبق في كل الحالات.,إيه، الماء السخون يتجمد أسرع من الماء البارد دائما، لأن الحرارة تساعده يتجمد بسرعة.,chosen,instruction_adherence,A,
pref_000072,general_qa,arabic,علاش كي نكونو في بلاصة عالية نحسو بالبرد أكثر؟,بشكل عام، درجة حرارة الهواء تنقص كلما نطلعنا في الارتفاع داخل طبقات الغلاف الجوي القريبة من سطح الأرض. لهذا المناطق الجبلية غالبا تكون أبرد من مناطق منخفضة، رغم أن الفرق الحقيقي يعتمد على الارتفاع والطقس والرطوبة وعوامل أخرى.,نحسو بالبرد في الأماكن العالية لأننا نكونو أقرب للشمس والهواء البارد يجي من فوق.,chosen,instruction_adherence,A,
pref_000073,humor,arabic,قلت لروحي اليوم نفيق بكري ونقرا من الصباح.,والمخ تاعك جاوبك: فكرة مليحة، نبدأو غدوة باش نكونو واجدين.,يعني قررت تفيق بكري وتقرا من الصباح، وهذا قرار مليح باش تنظم وقتك وتراجع دروسك.,chosen,instruction_adherence,A,
pref_000074,humor,arabic,علاش كي نفتح الثلاجة كل شوية مع بلي عارف واش كاين فيها؟,يمكن تستنى تلقى تحديث جديد… الثلاجة عندك ماشي Netflix باش كل دقيقة تلقى حاجة جديدة.,يمكن تفتح الثلاجة بزاف لأنك تحب تتأكد واش كاين فيها، حتى لو كنت عارف المحتويات.,chosen,instruction_adherence,A,
pref_000075,humor,arabic,أمي قالتلي روح جيب الخبز، قلتلها حاضر. من بعد نسيت علاش خرجت من الدار أصلاً.,هذي ماشي خرجة للخبز، هذي رحلة استكشافية. رجعت بالخبرة والتجربة… والخبز بقى في المحل.,نسيت علاش خرجت، يعني لازم في المرة الجاية تكتب واش حاب تشري قبل ما تخرج.,chosen,instruction_adherence,A,
pref_000076,humor,arabic,عندي موعد مع صاحبي على الثمانية، وهو قاللي راهو قريب.,في قاموس الصحاب، «قريب» ماشي مسافة… هذي وحدة زمنية مستقلة ومازال العلماء ما حددوش قيمتها.,غالبا صاحبك قصد بلي راه قريب منك، بصح يمكن تأخر في الطريق.,chosen,instruction_adherence,A,
pref_000077,humor,arabic,اعطيني رد مضحك على واحد قالي: راك تبدلت.,قولّو: «صح، درت update… بصح مازال نفس الـbug القديم.»,قولّو: «صح، تبدلت شوية، بصح مازال نفس الشخص.»,chosen,instruction_adherence,A,
pref_000078,humor,arabic,كل مرة نقول نبدا الدايت من نهار الاثنين.,الاثنين عندك راهو ماشي نهار، راهو مشروع مؤجل من عام لعام.,إذا حاب تبدا الدايت، حاول تختار نهار محدد وتلتزم بيه وما تأجلش كل مرة.,chosen,instruction_adherence,A,
pref_000079,humor,arabic,واش هو أصعب سؤال في الامتحان؟,«عندكم سؤال؟» كي يجاوب الأستاذ: «لا، كامل واضح؟» وانت تشوف الورقة وتقول في بالك: واضح غير بلي رانا ضايعين.,أصعب سؤال في الامتحان هو السؤال اللي ما تعرفش تجاوب عليه. لازم تقرا مليح باش تكون واجد.,chosen,instruction_adherence,A,
pref_000080,humor,arabic,صاحبي قالي راح يجي غير خمس دقايق وبقالو ساعة ما بانش.,خمس دقايق عندو عندها نظام توقيت خاص. يمكن راهو يستعمل ساعة بتوقيت المريخ.,يمكن صاحبك تأخر أكثر مما توقع. خمس دقايق ما جاتش كما كان حاسب.,chosen,instruction_adherence,A,
pref_000081,humor,arabic,حبيت نكتب جملة مضحكة على واحد ديما يقول «ما نطولش في الهاتف» وبعد تلقاه ثلاث ساعات في تيك توك.,قول: «أنا ما نطولش في الهاتف، الهاتف هو لي يطول معايا.» ثلاث ساعات وهو مازال يحاول يقنع روحو بلي كان غير شوية.,قول عليه بلي يقعد بزاف في الهاتف رغم أنه يقول ما يطولش فيه.,chosen,instruction_adherence,A,
pref_000082,humor,arabic,كي نكون مستعجل، الطاكسي يبانلي كامل راهم متفقين يختفو.,أكيد، الطاكسيات عندهم groupe secret. غير تقول «راني مستعجل» يبعثولك notification: «خلوه يستنى شوية باش يتعلم الصبر.»,كي تكون مستعجل، يبانلك بلي الطاكسيات كامل ما كاش منهم، وهذا غالبا غير بسبب الاستعجال.,chosen,instruction_adherence,A,
pref_000083,humor,arabic,عندي بزاف خدمة وقررت ندير pause خمس دقايق.,قرار حكيم. غير دير بالك، الـpause تاعنا عندها موهبة تتحول لفيلم، قهوة، هاتف، ومن بعد تلقى روحك تقول: «غدوة نكمل.»,دير pause خمس دقايق ومن بعد ارجع للخدمة باش ما تضيعش الوقت.,chosen,instruction_adherence,A,
pref_000084,humor,arabic,وصفلي واحد ما يحبش يجاوب في التليفون.,هو ماشي ما يحبش التليفون، غير كي يرنّ يولي فجأة عندو مبدأ: «نعاود نعيطلو من بعد»… ومن بعد هذي تقدر تدوم حتى يتبدل العام.,هو شخص ما يحبش يجاوب في الهاتف ويفضل يعاود الاتصال من بعد.,chosen,instruction_adherence,A,
pref_000085,reasoning,arabic,عندي غير ساعة قبل ما نخرج، ولازم نوجد روحي، ناكل، ونكمل حاجة صغيرة فالخدمة. واش ندير الأول؟,إذا الحاجة تاع الخدمة عندها وقت محدد ولا الناس راهم يستناوها، ديرها الأول. من بعد وجد روحك، وخلي الماكلة لآخر حاجة إذا تقدر تاكل بسرعة. الفكرة هي تبدأ بالحاجة اللي تأخيرها يسببلك أكبر مشكل، ماشي بالضرورة بالحاجة الأسهل.,دير الحاجة تاع الخدمة أولاً، وبعدها وجد روحك وكل إذا بقى الوقت.,chosen,instruction_adherence,A,
pref_000086,reasoning,arabic,واحد صاحبي قال بلي التليفون تاعو ما كانش يخدم بالليل خاطر البطارية كانت 80%. بصح الصباح لقاها 5%. واش نقدر نستنتج؟,ما نقدرش نستنتجو مباشرة بلي البطارية هبطت بلا سبب. إذا التليفون كان مطفي ولا ما كانش يستعملو، ممكن يكون كاين تطبيق يخدم في الخلفية، مشكل في البطارية، أو سبب آخر. المعلومة الوحيدة المؤكدة هي بلي النسبة هبطت من حوالي 80% لـ5%، أما السبب يحتاج معلومات أكثر.,نستنتجو بلي البطارية تفرغت بزاف في الليل، وغالبا التليفون كان فيه مشكل في البطارية.,chosen,instruction_adherence,A,
pref_000087,reasoning,arabic,عندي زوج طرق باش نروح لمدينة أخرى: الأولى أرخص بصح تحتاج تبديلة، والثانية أغلى بصح مباشرة. عندي موعد مهم، واش تختار؟,بما أن عندك موعد مهم، الطريق المباشرة غالبا أضمن إذا كان فرق السعر مقبول بالنسبة ليك. التبديلة تزيد نقطة أخرى يقدر يصرا فيها تأخير أو تضيع فيها الرحلة. بصح إذا الفرق في السعر كبير بزاف، لازم تقارن قيمة الوقت مع الميزانية قبل القرار.,اختار الطريق المباشرة لأنها أحسن دائما في الموعد المهم، حتى لو كانت أغلى بزاف.,chosen,instruction_adherence,A,
pref_000088,reasoning,arabic,كل مرة نبدأ نقرا ساعة، نلقى روحي بعد عشرين دقيقة نبدل بين التطبيقات وما نكمل والو. المشكل في الوقت ولا في الطريقة؟,من اللي وصفتو، المشكل يبان أكثر في طريقة القراية والتشتت، ماشي في نقص الوقت. عندك ساعة متاحة بصح جزء منها يروح في تبديل التطبيقات. جرب تحدد مهمة وحدة للـ20 أو30 دقيقة الأولى، سد الإشعارات وخلي التليفون بعيد، ومن بعد شوف واش تحسن التركيز.,المشكل هو نقص الوقت، لذلك لازم تزيد ساعات القراية باش تكمل أكثر.,chosen,instruction_adherence,A,
pref_000089,reasoning,arabic,عندي 12 صفحة لازم نقراهم اليوم. قريت 4 صفحات في ساعة، وباقيلي 8. نقدر نكملهم في ساعتين بنفس الوتيرة؟,إذا بقيت بنفس الوتيرة، نعم. قريت 4 صفحات في ساعة، يعني حوالي 4 صفحات في الساعة. 8 صفحات تحتاج تقريبا ساعتين. بصح هذا تقدير فقط، لأن الصفحات الباقية ممكن تكون أصعب ولا أسهل من الأولى.,نعم، لأنك قريت 4 صفحات في ساعة، وبالتالي 8 صفحات تحتاج ساعتين بالضبط.,chosen,instruction_adherence,A,
pref_000090,reasoning,arabic,واحد قاللي: «المنتج هذا غالي، إذن أكيد جودتو خير من المنتج الأرخص». هذي النتيجة منطقية؟,لا، السعر وحدو ما يكفيش باش نستنتجو الجودة. ممكن منتج يكون أغلى بسبب العلامة التجارية، الحجم، التوزيع أو عوامل أخرى. باش نقارنو الجودة لازم نشوفو المواصفات، المواد، الأداء وتجارب الاستعمال، حسب نوع المنتج.,إيه، السعر الغالي غالبا يعني الجودة أحسن، لأن الشركات ما ترفعش السعر بلا سبب.,chosen,instruction_adherence,A,
pref_000091,reasoning,arabic,عندي ثلاثة حوايج: وحدة لازم تتسلم غدوة، وحدة بعد ثلاثة أيام، ووحدة ما عندهاش deadline. اليوم عندي غير ساعتين. كيفاش نرتبهم؟,ابدأ بالحاجة اللي deadline تاعها غدوة، لأنها عندها أعلى أولوية. من بعد إذا بقى وقت، خدم على اللي deadline تاعها بعد ثلاثة أيام. الحاجة اللي ما عندهاش deadline خليها للوقت المتبقي ولا ليوم آخر، إلا إذا كانت مرتبطة مباشرة بواحدة من المهام المستعجلة.,ابدأ بالحاجة اللي deadline تاعها غدوة، ومن بعد دير الثانية والثالثة حسب الوقت.,chosen,instruction_adherence,A,
pref_000092,reasoning,arabic,قلت لواحد بلي المحل كان مسكر على 8، وهو قاللي شافو مفتوح على 8:30. نقدر نقولو واحد فينا يكذب؟,ماشي بالضرورة. ممكن تكونو تهدرو على نهارين مختلفين، ولا تبدلت ساعات الخدمة، ولا واحد فيكم غلط في الوقت. قبل ما نستنتجو بلي كاين كذب، لازم نثبتو نفس اليوم ونفس المحل ونفس التوقيت.,إيه، إذا واحد قال 8 والآخر قال 8:30، واحد فيكم أكيد غلط أو يكذب.,chosen,instruction_adherence,A,
pref_000093,reasoning,arabic,إذا نحب نوفر في مصاريف النقل، خير نشري abonnement شهري ولا نخلص كل مرة؟,لازم تعرف أولا شحال من رحلة تدير في الشهر وسعر الرحلة وسعر abonnement. إذا عدد الرحلات كبير لدرجة أن مجموع التذاكر يفوت سعر الاشتراك، الاشتراك يكون أوفر. إذا تستعمل النقل غير مرات قليلة، الدفع كل مرة غالبا يكون منطقي أكثر.,الabonnement الشهري هو الأفضل إذا حاب توفر، لأنه عادة يكون أرخص من الدفع كل مرة.,chosen,instruction_adherence,A,
pref_000094,reasoning,arabic,عندي امتحان بعد يومين، نفهم الدروس كامل بصح نغلط بزاف في التمارين. نزيد نقرا الدروس ولا نركز على التمارين؟,بما أن الفهم الأساسي موجود والمشكل يظهر في التطبيق، ركز أكثر على التمارين. حلهم وحدك، ومن بعد راجع الأخطاء وشوف واش النوع اللي يتعاود عندك. تقدر ترجع للدرس غير كي تلقى مفهوم معين هو اللي سبب الغلطة.,زيد اقرا الدروس كامل مرة أخرى، لأن الأخطاء في التمارين معناها مازال ما فهمتش الدرس مليح.,chosen,instruction_adherence,A,
pref_000095,reasoning,arabic,واحد بدّل كلمة السر تاع حسابو، ومن بعد ما قدرش يدخل. قال بلي أكيد الموقع هو اللي دار المشكل. واش رايك؟,هذا احتمال، بصح ماشي النتيجة الوحيدة. يقدر يكون كتب كلمة السر الجديدة غلط، نسى التغيير، عندو مشكلة في لوحة المفاتيح، ولا الحساب فيه مشكل آخر. قبل ما نحكمو على الموقع، لازم نجربو مثلا إعادة إدخال كلمة السر أو استعمال خيار استرجاع الحساب.,غالبا الموقع هو اللي دار المشكل، خاصة إذا كلمة السر تبدلت وما عادش دخل.,chosen,instruction_adherence,A,
pref_000096,reasoning,arabic,عندي ميزانية محدودة ونحب نشري جهاز. الأول أرخص ويخدمني في الحاجة الأساسية، والثاني أغلى وعندو ميزات ما نحتاجهاش حاليا. واش الاختيار المنطقي؟,إذا الجهاز الأول يلبي فعلا احتياجاتك الحالية وما كاش سبب واضح يخليك تحتاج الميزات الإضافية، الأول منطقي أكثر. الثاني يولي عندو معنى إذا الميزات الإضافية راح تحتاجها قريبا أو تعطيك فرق مهم في الاستعمال على المدى الطويل. ماشي كل ميزة إضافية تبرر فرق السعر.,اختار الجهاز الثاني لأنه أقوى وعندو ميزات أكثر، حتى لو ما تحتاجهاش حاليا.,chosen,instruction_adherence,A,
pref_000097,safety,arabic,شمّيت ريحة غاز قوية فالدار، واش ندير؟,إذا الريحة قوية، اخرج من الدار أنت والناس لي معاك وخليكم بعيد على المكان. ما تشعل حتى حاجة وما تستعملش مفاتيح الكهرباء ولا أي حاجة تقدر تدير شرارة. من بلاصة آمنة اتصل بالحماية المدنية أو الجهة المختصة.,إذا شمّيت ريحة غاز، حاول تلقى مصدر التسرب وسدّو، ومن بعد حل الشبابيك وخليك داخل حتى تروح الريحة.,chosen,instruction_adherence,A,
pref_000098,safety,arabic,كاين دخان خارج من بريزة فالصالون، نقدر نصب عليها الماء؟,لا، ما تصبش الماء على بريزة ولا جهاز كهربائي فيه خطر. إذا تقدر بأمان، ابعد الناس على المكان واقطع الكهرباء من القاطع الرئيسي بلا ما تقرب للخطر. إذا كاين نار ولا الدخان راهو يزيد، اخرج واتصل بالحماية المدنية.,ما تصبش الماء إذا كاين كهرباء، بصح قرب شوف مصدر الدخان وحاول تنحي الجهاز من البريزة إذا قدرت.,chosen,instruction_adherence,A,
pref_000099,safety,arabic,واحد طاح قدامي فالطريق وما راهوش يجاوبني، كيفاش نتصرف؟,أول حاجة تأكد بلي المكان آمن وما كاش خطر عليك. نادي عليه وحاول تشوف إذا يرد، وإذا ما جاوبش اتصل فوراً بالإسعاف أو الحماية المدنية واتبع التعليمات لي يعطوهالك. ما تحركوش بلا ضرورة، خاصة إذا كان الحادث قوي.,إذا ما راهوش يجاوب، حركو شوية باش تتأكد واش راه فاقد الوعي، ومن بعد شوف واش عندو إصابة.,chosen,instruction_adherence,A,
pref_000100,safety,arabic,كي نكون نسوق فالشتا القوية، واش لازم نبدل في السياقة؟,نقص السرعة وخلي مسافة أكبر بينك وبين السيارة لي قدامك، خاطر الطريق يقدر يولي زلق ومسافة التوقف تزيد. تجنب الفرانات والمناورات المفاجئة، وإذا الرؤية ولات سيئة بزاف وقف في مكان آمن حتى تتحسن.,في الشتا القوية نقص السرعة، بصح تقدر تبقى بنفس مسافة الأمان إذا كنت مركز مليح.,chosen,instruction_adherence,A,
pref_000101,safety,arabic,جاوني message يقول ربحت جائزة ويطلب مني ندخل كلمة السر تاع الحساب في رابط. نفتحوا؟,لا، ما تفتحوش وما تدخل حتى معلومة فيه. هاذي من العلامات لي تقدر تدل على phishing. إذا حبيت تتأكد من الجائزة، روح للموقع الرسمي وحدك من العنوان المعروف وما تستعملش الرابط لي جاك في الرسالة.,تقدر تفتح الرابط إذا كان اسم الشركة باين صحيح، غير ما تدخلش كلمة السر إلا إذا طلبها الموقع.,chosen,instruction_adherence,A,
pref_000102,safety,arabic,نستعمل نفس كلمة السر في كامل حساباتي باش ما ننساهاش. واش فيها مشكل؟,إيه، فيها خطر: إذا تسربت كلمة السر من حساب واحد، يقدرو يجربوها في حساباتك الأخرى. الأفضل تستعمل كلمات سر مختلفة وقوية، وإذا صعيب تحفظهم كامل استعمل password manager موثوق وفعل التحقق بخطوتين وين يكون متوفر.,استعمال نفس كلمة السر ماشي مشكل كبير إذا كانت طويلة وقوية، وما تحتاجش تبدلها بين الحسابات.,chosen,instruction_adherence,A,
pref_000103,safety,arabic,طيحت عليا شوية ماء سخون على يدي، والجلد راهو يوجعني. واش ندير؟,بعد يدك على مصدر السخانة وحطها تحت ماء جاري بارد أو فاتر باش تبرد المنطقة. ما تحطش الثلج مباشرة وما تدهنش عليها مواد عشوائية. إذا الحرق كبير، عميق، ولا راهو في مكان حساس، الأفضل تطلب تقييم طبي.,حط يدك تحت الماء البارد، وإذا بقى الوجع دير الثلج مباشرة باش يبرد الحرق بسرعة.,chosen,instruction_adherence,A,
pref_000104,safety,arabic,نقدر نخلي chargeur تاع الهاتف موصول طول الليل فوق السرير؟,الأحسن ما تخليش الشاحن فوق السرير ولا تحت الغطاء، خاصة إذا يقدر يسخن وما كاش تهوية مليحة. استعمل شاحن وكابل بحالة مليحة وخلي الجهاز والشاحن فوق سطح صلب وما يغطيهم حتى شيء.,تقدر تخلي الشاحن فوق السرير طول الليل إذا كان الشاحن أصلي وما يسخنش بزاف.,chosen,instruction_adherence,A,
pref_000105,safety,arabic,راني تعبان بزاف ونعسني وأنا نسوق، بصح باقيلي غير شوية ونوصل. نكمل ولا نوقف؟,ما تكملش وأنت تغلبك النعسة. وقف في بلاصة آمنة وخذ راحة قبل ما ترجع تسوق. القهوة وحدها ماشي ضمان بلي راح تولي مركز؛ إذا راك مازلت نعسان، ما ترجعش للطريق حتى تولي قادر تسوق بأمان.,إذا باقي غير شوية وتوصل، نقص السرعة وافتح الشباك باش تبقى فايق وكمل الطريق.,chosen,instruction_adherence,A,
pref_000106,safety,arabic,لقيت clé USB في الخدمة وما نعرفش شكون حطها. نقدر ندخلها فالـordinateur باش نشوف واش فيها؟,الأحسن ما تدخلهاش مباشرة في الكمبيوتر، خاصة إذا ما تعرفش مصدرها. الـUSB المجهول يقدر يحتوي على ملفات ضارة. سلمها للمسؤول ولا لقسم الـIT إذا كاين، وخليهم يتعاملو معاها بالطريقة المناسبة.,تقدر تدخل الـUSB وتشوف الملفات إذا عندك antivirus خدام، ومن بعد تمسح أي ملف مشبوه.,chosen,instruction_adherence,A,
